TE,Saprobic_Hyphae,Parasitic_Spherules,Sph+1,Exp_Sph,Species 
All genes,25.77,26.42,27.42,4.777156666,C. posadasii
All genes,20.13,28.94,29.94,4.904002316,C. posadasii
All genes,71.72,63.58,64.58,6.013015536,C. posadasii
All genes,67.56,59.03,60.03,5.907611763,C. posadasii
All genes,25.72,31.59,32.59,5.026357447,C. posadasii
All genes,54.57,47.23,48.23,5.591858905,C. posadasii
All genes,33.43,47.85,48.85,5.610286657,C. posadasii
All genes,22.79,20.88,21.88,4.451540833,C. posadasii
All genes,34.48,40.41,41.41,5.371907298,C. posadasii
All genes,28.23,38.13,39.13,5.290203205,C. posadasii
All genes,29.36,32.06,33.06,5.04701482,C. posadasii
All genes,47.6,46.8,47.8,5.578938713,C. posadasii
All genes,107.22,176.46,177.46,7.471350063,C. posadasii
All genes,47.62,92.35,93.35,6.544578117,C. posadasii
All genes,18.33,55.49,56.49,5.819923596,C. posadasii
All genes,351.2,1781.01,1782.01,10.79928972,C. posadasii
All genes,164.82,53.85,54.85,5.777419716,C. posadasii
All genes,47.23,59.43,60.43,5.917193037,C. posadasii
All genes,310.27,100.83,101.83,6.670018844,C. posadasii
All genes,20.82,18.99,19.99,4.321206567,C. posadasii
All genes,34.83,28.21,29.21,4.868390453,C. posadasii
All genes,304.14,370.32,371.32,8.536519213,C. posadasii
All genes,165.51,278.05,279.05,8.124379836,C. posadasii
All genes,148.89,259.51,260.51,8.025194943,C. posadasii
All genes,53.24,77.23,78.23,6.28965006,C. posadasii
All genes,31.07,25.52,26.52,4.72900887,C. posadasii
All genes,42.26,98.53,99.53,6.637059538,C. posadasii
All genes,62.3,29.19,30.19,4.915998852,C. posadasii
All genes,94.04,96.4,97.4,6.605849867,C. posadasii
All genes,94.21,177.46,178.46,7.479456935,C. posadasii
All genes,140.25,124.16,125.16,6.967629753,C. posadasii
All genes,116.42,113.69,114.69,6.841595796,C. posadasii
All genes,23.69,9.81,10.81,3.434294618,C. posadasii
All genes,21.98,56.47,57.47,5.844737144,C. posadasii
All genes,38.49,63.04,64.04,6.000901403,C. posadasii
All genes,212.91,115.77,116.77,6.867525861,C. posadasii
All genes,22.52,15.1,16.1,4.008988783,C. posadasii
All genes,39.89,46.67,47.67,5.57500972,C. posadasii
All genes,24.1,38.99,39.99,5.321567376,C. posadasii
All genes,103.92,146.15,147.15,7.201143732,C. posadasii
All genes,90.48,158.49,159.49,7.31732216,C. posadasii
All genes,25.39,3.58,4.58,2.195347598,C. posadasii
All genes,31.16,11.77,12.77,3.67468662,C. posadasii
All genes,66.35,88.36,89.36,6.481557281,C. posadasii
All genes,61.4,96.07,97.07,6.600953587,C. posadasii
All genes,57.28,90.82,91.82,6.520736527,C. posadasii
All genes,50.24,41.44,42.44,5.407352751,C. posadasii
All genes,394.76,155.34,156.34,7.288543133,C. posadasii
All genes,149.4,48.8,49.8,5.638073837,C. posadasii
All genes,26.17,32.44,33.44,5.063502942,C. posadasii
All genes,5.66,34.5,35.5,5.14974712,C. posadasii
All genes,75.19,81.2,82.2,6.361066489,C. posadasii
All genes,111.52,84.54,85.54,6.418527302,C. posadasii
All genes,23.86,16.9,17.9,4.161887682,C. posadasii
All genes,10.38,24.22,25.22,4.656496371,C. posadasii
All genes,41.23,82.32,83.32,6.380590934,C. posadasii
All genes,19.34,13.44,14.44,3.851998837,C. posadasii
All genes,16.14,6.85,7.85,2.972692654,C. posadasii
All genes,59.99,519.16,520.16,9.022811651,C. posadasii
All genes,132.13,139.72,140.72,7.136683578,C. posadasii
All genes,194.48,64.37,65.37,6.030556792,C. posadasii
All genes,25.3,13,14,3.807354922,C. posadasii
All genes,64.78,46.49,47.49,5.569551851,C. posadasii
All genes,57.86,23.03,24.03,4.586764743,C. posadasii
All genes,3.88,10.3,11.3,3.498250868,C. posadasii
All genes,7.59,9.18,10.18,3.347665656,C. posadasii
All genes,123.01,59.78,60.78,5.92552477,C. posadasii
All genes,2.07,24.06,25.06,4.64731451,C. posadasii
All genes,35.58,28.89,29.89,4.901590992,C. posadasii
All genes,29.27,48.43,49.43,5.627315001,C. posadasii
All genes,81.71,109.46,110.46,6.787380222,C. posadasii
All genes,25.76,20.86,21.86,4.450221496,C. posadasii
All genes,38.65,22.82,23.82,4.574101508,C. posadasii
All genes,15.99,16.93,17.93,4.164303583,C. posadasii
All genes,12.68,4.7,5.7,2.510961919,C. posadasii
All genes,160.85,190.98,191.98,7.584812212,C. posadasii
All genes,60.37,142.78,143.78,7.167719199,C. posadasii
All genes,13.62,25.97,26.97,4.753283616,C. posadasii
All genes,134.25,171.16,172.16,7.427606173,C. posadasii
All genes,13,8.3,9.3,3.217230716,C. posadasii
All genes,37.56,30.96,31.96,4.998195503,C. posadasii
All genes,116.06,68.33,69.33,6.115407855,C. posadasii
All genes,10.19,37.03,38.03,5.249066034,C. posadasii
All genes,18.3,55.72,56.72,5.825785627,C. posadasii
All genes,140.15,18.72,19.72,4.301587647,C. posadasii
All genes,198.79,20.1,21.1,4.399171094,C. posadasii
All genes,888.79,9.16,10.16,3.344828497,C. posadasii
All genes,136.38,20.31,21.31,4.413458688,C. posadasii
All genes,10.04,2.59,3.59,1.843983844,C. posadasii
All genes,8.1,11.9,12.9,3.689299161,C. posadasii
All genes,21.95,33.71,34.71,5.11727946,C. posadasii
All genes,115.45,62.13,63.13,5.980253846,C. posadasii
All genes,67.08,35.41,36.41,5.186262836,C. posadasii
All genes,1476.21,791.47,792.47,9.630212511,C. posadasii
All genes,106.57,39.18,40.18,5.328405659,C. posadasii
All genes,44.48,35.44,36.44,5.187451054,C. posadasii
All genes,107.21,90.21,91.21,6.511120101,C. posadasii
All genes,51.45,19.38,20.38,4.349082146,C. posadasii
All genes,27.83,23.62,24.62,4.621758857,C. posadasii
All genes,43.85,54.28,55.28,5.788685711,C. posadasii
All genes,1486.29,174.49,175.49,7.455245013,C. posadasii
All genes,295.52,71.79,72.79,6.185668359,C. posadasii
All genes,8.68,28.69,29.69,4.891905188,C. posadasii
All genes,15.92,14.45,15.45,3.949534933,C. posadasii
All genes,27.53,13.71,14.71,3.878725341,C. posadasii
All genes,256.2,185.17,186.17,7.540476801,C. posadasii
All genes,131.66,177.44,178.44,7.479295243,C. posadasii
All genes,15.53,15.42,16.42,4.037382222,C. posadasii
All genes,15.02,33.48,34.48,5.107687869,C. posadasii
All genes,179.55,100.44,101.44,6.66448284,C. posadasii
All genes,10.69,28.46,29.46,4.880685525,C. posadasii
All genes,44.78,27.01,28.01,4.807870078,C. posadasii
All genes,207.23,370.47,371.47,8.537101893,C. posadasii
All genes,1196.61,1213.64,1214.64,10.24631307,C. posadasii
All genes,19.79,17.62,18.62,4.218781168,C. posadasii
All genes,118.18,74.28,75.28,6.234194723,C. posadasii
All genes,337.59,239.15,240.15,7.907791998,C. posadasii
All genes,88.86,78.93,79.93,6.320665184,C. posadasii
All genes,206.58,73.74,74.74,6.223808659,C. posadasii
All genes,84.38,8.76,9.76,3.286881148,C. posadasii
All genes,10.51,3.23,4.23,2.080657663,C. posadasii
All genes,38.85,11.63,12.63,3.658782734,C. posadasii
All genes,31.38,40.94,41.94,5.390254956,C. posadasii
All genes,170.38,7.38,8.38,3.066950244,C. posadasii
All genes,92.3,5.75,6.75,2.754887502,C. posadasii
All genes,50.87,5.03,6.03,2.592158002,C. posadasii
All genes,12.62,114.43,115.43,6.850874416,C. posadasii
All genes,27.36,76.8,77.8,6.28169825,C. posadasii
All genes,44.06,33.74,34.74,5.118525849,C. posadasii
All genes,12.67,7.04,8.04,3.007195501,C. posadasii
All genes,3.47,2.22,3.22,1.687060688,C. posadasii
All genes,26.57,13.08,14.08,3.815575429,C. posadasii
All genes,35.11,7.88,8.88,3.150559677,C. posadasii
All genes,31.32,20.23,21.23,4.408032466,C. posadasii
All genes,236.21,621.3,622.3,9.281466436,C. posadasii
All genes,36.16,72.85,73.85,6.206526016,C. posadasii
All genes,27.78,1090.74,1091.74,10.0924136,C. posadasii
All genes,49.47,53.63,54.63,5.771621518,C. posadasii
All genes,195.86,201.4,202.4,7.66106548,C. posadasii
All genes,22.56,8.37,9.37,3.228049048,C. posadasii
All genes,55.64,54.28,55.28,5.788685711,C. posadasii
All genes,34.55,49.53,50.53,5.659068275,C. posadasii
All genes,31.77,12.29,13.29,3.7322692,C. posadasii
All genes,46.27,25.98,26.98,4.753818443,C. posadasii
All genes,35.95,2.14,3.14,1.650764559,C. posadasii
All genes,14.5,10.54,11.54,3.528571319,C. posadasii
All genes,92.95,64.13,65.13,6.025250322,C. posadasii
All genes,13.24,22.78,23.78,4.57167681,C. posadasii
All genes,2184.26,1974.63,1975.63,10.94809707,C. posadasii
All genes,12.04,6.73,7.73,2.950468414,C. posadasii
All genes,20.14,15.33,16.33,4.029452886,C. posadasii
All genes,39,69.24,70.24,6.13422094,C. posadasii
All genes,12.02,14.21,15.21,3.926948248,C. posadasii
All genes,34.83,50.37,51.37,5.682854169,C. posadasii
All genes,7.62,13.44,14.44,3.851998837,C. posadasii
All genes,18.84,22.74,23.74,4.56924803,C. posadasii
All genes,50.31,31.08,32.08,5.003602237,C. posadasii
All genes,99.04,114.2,115.2,6.847996907,C. posadasii
All genes,17.29,12.44,13.44,3.748461233,C. posadasii
All genes,4.96,4.38,5.38,2.427606173,C. posadasii
All genes,7.67,9.98,10.98,3.456806149,C. posadasii
All genes,48.32,97.17,98.17,6.61721031,C. posadasii
All genes,23.77,28.35,29.35,4.875288598,C. posadasii
All genes,11.23,24.77,25.77,4.687620632,C. posadasii
All genes,23.01,26.97,27.97,4.805808349,C. posadasii
All genes,9.96,6.66,7.66,2.937344392,C. posadasii
All genes,15.09,85.23,86.23,6.430117975,C. posadasii
All genes,94.25,28.59,29.59,4.887037791,C. posadasii
All genes,7383.52,5514.91,5515.91,12.4293832,C. posadasii
All genes,8.26,14.81,15.81,3.982765463,C. posadasii
All genes,26.7,27.58,28.58,4.836934011,C. posadasii
All genes,543.52,446.12,447.12,8.80451827,C. posadasii
All genes,717.26,726.97,727.97,9.507735187,C. posadasii
All genes,8.11,2.78,3.78,1.918386234,C. posadasii
All genes,16.62,39.68,40.68,5.346247774,C. posadasii
All genes,73.99,102.52,103.52,6.693765712,C. posadasii
All genes,35.54,54.44,55.44,5.792855352,C. posadasii
All genes,85.48,83.26,84.26,6.396776011,C. posadasii
All genes,59.47,45.51,46.51,5.539469035,C. posadasii
All genes,12.89,37.17,38.17,5.254367281,C. posadasii
All genes,37.7,24.3,25.3,4.66106548,C. posadasii
All genes,94.22,148.52,149.52,7.224194664,C. posadasii
All genes,9.4,74.29,75.29,6.234386354,C. posadasii
All genes,21.45,105.13,106.13,6.729688713,C. posadasii
All genes,15.48,9.76,10.76,3.427606173,C. posadasii
All genes,26.38,22.66,23.66,4.564378169,C. posadasii
All genes,11.54,3.91,4.91,2.295723025,C. posadasii
All genes,7.17,0.71,1.71,0.773996325,C. posadasii
All genes,36.66,43.27,44.27,5.468257468,C. posadasii
All genes,110.53,115.08,116.08,6.858975614,C. posadasii
All genes,274.26,601.22,602.22,9.234146811,C. posadasii
All genes,6.38,6.24,7.24,2.855989697,C. posadasii
All genes,74.41,67.51,68.51,6.09824268,C. posadasii
All genes,24.55,67.44,68.44,6.096767855,C. posadasii
All genes,1.84,3.04,4.04,2.014355293,C. posadasii
All genes,257.87,162.49,163.49,7.353058585,C. posadasii
All genes,139.63,92.27,93.27,6.543341212,C. posadasii
All genes,761.2,134.42,135.42,7.081297014,C. posadasii
All genes,135.57,64.89,65.89,6.041987622,C. posadasii
All genes,10.23,9.88,10.88,3.443606651,C. posadasii
All genes,48.9,55.43,56.43,5.818390444,C. posadasii
All genes,46.9,36.86,37.86,5.242602506,C. posadasii
All genes,39.11,35.78,36.78,5.200849575,C. posadasii
All genes,33.87,79.64,80.64,6.333423734,C. posadasii
All genes,44.52,52.29,53.29,5.735792928,C. posadasii
All genes,14.64,30.61,31.61,4.98230913,C. posadasii
All genes,45.88,48.83,49.83,5.638942669,C. posadasii
All genes,9.35,99.23,100.23,6.647170578,C. posadasii
All genes,15.4,37.38,38.38,5.262282806,C. posadasii
All genes,78.72,58.04,59.04,5.883620816,C. posadasii
All genes,49.8,14.84,15.84,3.98550043,C. posadasii
All genes,42.86,44,45,5.491853096,C. posadasii
All genes,18.27,8.46,9.46,3.241840184,C. posadasii
All genes,3.93,8.74,9.74,3.283921772,C. posadasii
All genes,1.44,2.69,3.69,1.883620816,C. posadasii
All genes,4.21,10.69,11.69,3.547203025,C. posadasii
All genes,42.93,27.72,28.72,4.843983844,C. posadasii
All genes,11.03,12.04,13.04,3.704871964,C. posadasii
All genes,51.25,12.75,13.75,3.781359714,C. posadasii
All genes,141.62,37.29,38.29,5.258895755,C. posadasii
All genes,42.31,15.99,16.99,4.086613947,C. posadasii
All genes,29.15,47.3,48.3,5.593951284,C. posadasii
All genes,531.3,375.77,376.77,8.557540286,C. posadasii
All genes,945.46,1120.45,1121.45,10.13114958,C. posadasii
All genes,12.51,3.51,4.51,2.173127433,C. posadasii
All genes,5.6,13.68,14.68,3.875780063,C. posadasii
All genes,14.06,12.74,13.74,3.780310099,C. posadasii
All genes,5.04,6.29,7.29,2.865918815,C. posadasii
All genes,787.79,1046.47,1047.47,10.03269321,C. posadasii
All genes,86.63,622.41,623.41,9.284037487,C. posadasii
All genes,35.21,45.08,46.08,5.526068812,C. posadasii
All genes,48.53,144.41,145.41,7.183982678,C. posadasii
All genes,217.21,668.69,669.69,9.387349615,C. posadasii
All genes,234.28,143.84,144.84,7.178316272,C. posadasii
All genes,233.77,247.54,248.54,7.957334247,C. posadasii
All genes,11.63,35.22,36.22,5.178714641,C. posadasii
All genes,30.35,20.56,21.56,4.430285273,C. posadasii
All genes,152.04,120.99,121.99,6.930619079,C. posadasii
All genes,254.08,216.89,217.89,7.767456176,C. posadasii
All genes,154.23,154.03,155.03,7.27640361,C. posadasii
All genes,165.63,520.01,521.01,9.025167253,C. posadasii
All genes,257.87,289.72,290.72,8.183486514,C. posadasii
All genes,22.45,16.84,17.84,4.15704371,C. posadasii
All genes,107.93,493.78,494.78,8.950643375,C. posadasii
All genes,139.65,21.94,22.94,4.519793486,C. posadasii
All genes,208.8,64.54,65.54,6.034303768,C. posadasii
All genes,36.88,46.61,47.61,5.573192724,C. posadasii
All genes,0.89,2.22,3.22,1.687060688,C. posadasii
All genes,22.81,117.01,118.01,6.882765306,C. posadasii
All genes,44.05,78.76,79.76,6.317593505,C. posadasii
All genes,150.37,204.37,205.37,7.682081641,C. posadasii
All genes,11.73,460.57,461.57,8.850405648,C. posadasii
All genes,139.45,978.07,979.07,9.935268201,C. posadasii
All genes,146.43,43.59,44.59,5.478648295,C. posadasii
All genes,43.04,61.49,62.49,5.965553435,C. posadasii
All genes,67.25,52.61,53.61,5.74443023,C. posadasii
All genes,31.1,178.67,179.67,7.489205728,C. posadasii
All genes,38.39,23.08,24.08,4.589763487,C. posadasii
All genes,10.84,11.3,12.3,3.62058641,C. posadasii
All genes,4.99,8.5,9.5,3.247927513,C. posadasii
All genes,17.61,6.87,7.87,2.976363636,C. posadasii
All genes,4.47,17.97,18.97,4.245647774,C. posadasii
All genes,20.87,22.44,23.44,4.550900665,C. posadasii
All genes,42.7,43.61,44.61,5.479295243,C. posadasii
All genes,12.63,21.33,22.33,4.480911346,C. posadasii
All genes,273.32,269.48,270.48,8.079378111,C. posadasii
All genes,69.88,58.02,59.02,5.883132016,C. posadasii
All genes,29.86,50.52,51.52,5.687060688,C. posadasii
All genes,82.12,7.63,8.63,3.109360559,C. posadasii
All genes,20.2,13.16,14.16,3.82374936,C. posadasii
All genes,27.84,18.48,19.48,4.283921772,C. posadasii
All genes,28.22,23.79,24.79,4.631686366,C. posadasii
All genes,465.21,227.83,228.83,7.838132394,C. posadasii
All genes,57.29,27.18,28.18,4.816599707,C. posadasii
All genes,91.95,78.31,79.31,6.309430878,C. posadasii
All genes,26.78,84.65,85.65,6.420381341,C. posadasii
All genes,0,0,1,0,C. posadasii
All genes,0.14,0,1,0,C. posadasii
All genes,22.3,24.3,25.3,4.66106548,C. posadasii
All genes,29.02,30.35,31.35,4.970393538,C. posadasii
All genes,50.37,5.8,6.8,2.765534746,C. posadasii
All genes,23.45,14.06,15.06,3.912649865,C. posadasii
All genes,25.23,11.75,12.75,3.672425342,C. posadasii
All genes,50.66,47.72,48.72,5.606442228,C. posadasii
All genes,21.26,25.13,26.13,4.70763522,C. posadasii
All genes,101.18,254.75,255.75,7.99859043,C. posadasii
All genes,114.8,98.65,99.65,6.6387979,C. posadasii
All genes,82.59,136.01,137.01,7.098137385,C. posadasii
All genes,15.04,35.47,36.47,5.188638295,C. posadasii
All genes,961.34,604.72,605.72,9.242507238,C. posadasii
All genes,63.09,71.65,72.65,6.182890893,C. posadasii
All genes,15.04,6.77,7.77,2.957914599,C. posadasii
All genes,71.09,41.11,42.11,5.39609097,C. posadasii
All genes,25.12,10.47,11.47,3.519793486,C. posadasii
All genes,22.88,43.55,44.55,5.477353527,C. posadasii
All genes,51.96,30.5,31.5,4.977279923,C. posadasii
All genes,16.96,124.47,125.47,6.971198645,C. posadasii
All genes,3.59,9.75,10.75,3.426264755,C. posadasii
All genes,43.02,34.95,35.95,5.167919866,C. posadasii
All genes,20.94,5.86,6.86,2.778208576,C. posadasii
All genes,27.72,39.89,40.89,5.353676158,C. posadasii
All genes,19.35,45.92,46.92,5.552131108,C. posadasii
All genes,1.44,1.76,2.76,1.464668267,C. posadasii
All genes,55.05,43.93,44.93,5.489607157,C. posadasii
All genes,101.23,62.27,63.27,5.983449691,C. posadasii
All genes,30.52,52.1,53.1,5.730639956,C. posadasii
All genes,8.76,14.44,15.44,3.948600847,C. posadasii
All genes,15.72,11.63,12.63,3.658782734,C. posadasii
All genes,127.08,119.99,120.99,6.918744001,C. posadasii
All genes,908.73,921.62,922.62,9.849592756,C. posadasii
All genes,3138.9,3282.03,3283.03,11.68081222,C. posadasii
All genes,241.74,214.89,215.89,7.754152609,C. posadasii
All genes,107.68,92.99,93.99,6.554435365,C. posadasii
All genes,97.62,199.06,200.06,7.644288933,C. posadasii
All genes,36.95,45.32,46.32,5.533563348,C. posadasii
All genes,63.05,69.88,70.88,6.147306699,C. posadasii
All genes,1036.08,146.6,147.6,7.205548911,C. posadasii
All genes,13.55,23.11,24.11,4.591559746,C. posadasii
All genes,55.5,161.78,162.78,7.346779643,C. posadasii
All genes,0,0,1,0,C. posadasii
All genes,103.91,64.45,65.45,6.032321287,C. posadasii
All genes,29.99,36.15,37.15,5.215290306,C. posadasii
All genes,125.97,30.66,31.66,4.98458935,C. posadasii
All genes,170.21,114.97,115.97,6.857607836,C. posadasii
All genes,25.33,10.72,11.72,3.550900665,C. posadasii
All genes,20.96,14.87,15.87,3.988230223,C. posadasii
All genes,12.42,212.73,213.73,7.739645614,C. posadasii
All genes,21.09,9.09,10.09,3.334854269,C. posadasii
All genes,162.37,115.09,116.09,6.859099893,C. posadasii
All genes,73.62,71.97,72.97,6.189231549,C. posadasii
All genes,87.57,121.48,122.48,6.936402378,C. posadasii
All genes,40.56,96.28,97.28,6.604071324,C. posadasii
All genes,13.68,41.42,42.42,5.406672716,C. posadasii
All genes,35.45,25.27,26.27,4.715344295,C. posadasii
All genes,21.95,50.03,51.03,5.673273737,C. posadasii
All genes,51.03,89.6,90.6,6.501439145,C. posadasii
All genes,553.25,918.79,919.79,9.845160703,C. posadasii
All genes,28.77,24.27,25.27,4.659353759,C. posadasii
All genes,1.6,0.36,1.36,0.443606651,C. posadasii
All genes,27.89,21.41,22.41,4.486070744,C. posadasii
All genes,114.06,178.63,179.63,7.488884504,C. posadasii
All genes,33.22,42.02,43.02,5.42693562,C. posadasii
All genes,64.97,105.4,106.4,6.733354341,C. posadasii
All genes,21.91,18.94,19.94,4.317593505,C. posadasii
All genes,55.87,44.87,45.87,5.519479002,C. posadasii
All genes,12.99,106.06,107.06,6.742275748,C. posadasii
All genes,40.97,45.56,46.56,5.541019153,C. posadasii
All genes,37.69,111.71,112.71,6.816471712,C. posadasii
All genes,114.14,137.28,138.28,7.111448698,C. posadasii
All genes,19.77,16.98,17.98,4.168321116,C. posadasii
All genes,2.35,3.73,4.73,2.241840184,C. posadasii
All genes,10.8,3.96,4.96,2.310340121,C. posadasii
All genes,15.02,2.14,3.14,1.650764559,C. posadasii
All genes,31.08,7.54,8.54,3.09423607,C. posadasii
All genes,15.75,18.36,19.36,4.275007047,C. posadasii
All genes,8.09,8.9,9.9,3.307428525,C. posadasii
All genes,14.55,9.06,10.06,3.3305584,C. posadasii
All genes,61.49,35.36,36.36,5.184280294,C. posadasii
All genes,52.42,58.21,59.21,5.887768949,C. posadasii
All genes,45.57,24.37,25.37,4.665051614,C. posadasii
All genes,65.85,53.6,54.6,5.770829046,C. posadasii
All genes,54.27,89.97,90.97,6.507318948,C. posadasii
All genes,262.2,24.78,25.78,4.688180359,C. posadasii
All genes,38.92,5.91,6.91,2.788685711,C. posadasii
All genes,93.75,5.91,6.91,2.788685711,C. posadasii
All genes,343.45,69.08,70.08,6.13093087,C. posadasii
All genes,61.03,30.3,31.3,4.968090752,C. posadasii
All genes,13.86,12.19,13.19,3.721372659,C. posadasii
All genes,99.12,226.55,227.55,7.830039776,C. posadasii
All genes,13.11,8.98,9.98,3.319039816,C. posadasii
All genes,156.51,43.88,44.88,5.488000771,C. posadasii
All genes,139.39,21.85,22.85,4.51412226,C. posadasii
All genes,59.2,18.93,19.93,4.316869805,C. posadasii
All genes,191.72,103.61,104.61,6.70887696,C. posadasii
All genes,71.82,70.4,71.4,6.157852169,C. posadasii
All genes,56.78,48.79,49.79,5.63778411,C. posadasii
All genes,293.71,27.47,28.47,4.831370588,C. posadasii
All genes,30.71,42.4,43.4,5.439623138,C. posadasii
All genes,183.21,158.19,159.19,7.314605901,C. posadasii
All genes,15.5,20.29,21.29,4.412104045,C. posadasii
All genes,7.96,17.45,18.45,4.205548911,C. posadasii
All genes,70.06,37.67,38.67,5.273142859,C. posadasii
All genes,1.74,1.72,2.72,1.443606651,C. posadasii
All genes,28.97,25.52,26.52,4.72900887,C. posadasii
All genes,79.83,107.71,108.71,6.764340847,C. posadasii
All genes,1.91,0.63,1.63,0.704871964,C. posadasii
All genes,16.96,25.18,26.18,4.710393192,C. posadasii
All genes,42.1,36.34,37.34,5.222650022,C. posadasii
All genes,61.58,42.57,43.57,5.445263208,C. posadasii
All genes,122.73,59.04,60.04,5.907852072,C. posadasii
All genes,37.37,23.16,24.16,4.59454855,C. posadasii
All genes,102.99,71.78,72.78,6.185470146,C. posadasii
All genes,530.76,553.26,554.26,9.114419084,C. posadasii
All genes,15.64,4.77,5.77,2.528571319,C. posadasii
All genes,36.37,37.59,38.59,5.270155139,C. posadasii
All genes,49.11,126.29,127.29,6.991975274,C. posadasii
All genes,95.38,126.85,127.85,6.99830835,C. posadasii
All genes,42.5,50.63,51.63,5.690137693,C. posadasii
All genes,38.15,36.74,37.74,5.238022518,C. posadasii
All genes,17.78,10.35,11.35,3.504620392,C. posadasii
All genes,79.39,31.58,32.58,5.025914699,C. posadasii
All genes,82.79,30.57,31.57,4.980482356,C. posadasii
All genes,32.19,109.49,110.49,6.787771993,C. posadasii
All genes,15.39,16.31,17.31,4.11353382,C. posadasii
All genes,78.97,99.96,100.96,6.657640005,C. posadasii
All genes,3.08,3.52,4.52,2.176322773,C. posadasii
All genes,6.66,13.58,14.58,3.865918815,C. posadasii
All genes,19.72,30.46,31.46,4.975446766,C. posadasii
All genes,8.46,5.68,6.68,2.739848103,C. posadasii
All genes,5.8,4.89,5.89,2.558267634,C. posadasii
All genes,30.62,9.24,10.24,3.35614381,C. posadasii
All genes,17.29,47.09,48.09,5.587665021,C. posadasii
All genes,31.06,70.58,71.58,6.161484639,C. posadasii
All genes,262.29,410.39,411.39,8.684362915,C. posadasii
All genes,23.54,33.18,34.18,5.095080492,C. posadasii
All genes,70.14,72.02,73.02,6.190219764,C. posadasii
All genes,40.58,46.78,47.78,5.578334949,C. posadasii
All genes,8.45,21.59,22.59,4.497612366,C. posadasii
All genes,22.77,13.09,14.09,3.816599707,C. posadasii
All genes,0.4,6.52,7.52,2.910732662,C. posadasii
All genes,14.9,12,13,3.700439718,C. posadasii
All genes,51.8,52.35,53.35,5.737416366,C. posadasii
All genes,30.85,8.39,9.39,3.231125158,C. posadasii
All genes,46.03,44.94,45.94,5.521678952,C. posadasii
All genes,28.61,16.21,17.21,4.105175192,C. posadasii
All genes,122.37,100.1,101.1,6.659639187,C. posadasii
All genes,639.97,117.18,118.18,6.884842094,C. posadasii
All genes,16.44,21.07,22.07,4.464014725,C. posadasii
All genes,2.84,33,34,5.087462841,C. posadasii
All genes,152.37,263.28,264.28,8.04592344,C. posadasii
All genes,18.45,21.78,22.78,4.509695842,C. posadasii
All genes,145.51,93.27,94.27,6.558726823,C. posadasii
All genes,74.16,100.44,101.44,6.66448284,C. posadasii
All genes,21.04,67.72,68.72,6.102658131,C. posadasii
All genes,1572.32,1923.72,1924.72,10.91043287,C. posadasii
All genes,112.59,22.71,23.71,4.567423758,C. posadasii
All genes,118.19,748.24,749.24,9.549284113,C. posadasii
All genes,39.72,340.01,341.01,8.413670236,C. posadasii
All genes,31.97,95.94,96.94,6.599020177,C. posadasii
All genes,19.27,9.82,10.82,3.435628594,C. posadasii
All genes,194.7,167.15,168.15,7.393604969,C. posadasii
All genes,24.75,25.59,26.59,4.732811872,C. posadasii
All genes,61.99,114.51,115.51,6.851873945,C. posadasii
All genes,187.84,172.74,173.74,7.440786132,C. posadasii
All genes,16.45,26.73,27.73,4.793375711,C. posadasii
All genes,105.7,88.32,89.32,6.480911346,C. posadasii
All genes,99.32,65.73,66.73,6.060263599,C. posadasii
All genes,64.27,63.87,64.87,6.019479534,C. posadasii
All genes,119.03,1251.52,1252.52,10.29061792,C. posadasii
All genes,46.78,80.35,81.35,6.346070441,C. posadasii
All genes,16.43,86.14,87.14,6.445263208,C. posadasii
All genes,25.81,24.62,25.62,4.679198571,C. posadasii
All genes,8041.17,8708.49,8709.49,13.08837253,C. posadasii
All genes,46.09,61.73,62.73,5.971083658,C. posadasii
All genes,23.49,6.93,7.93,2.987320866,C. posadasii
All genes,22.98,6.42,7.42,2.891419187,C. posadasii
All genes,28.23,80.41,81.41,6.347134114,C. posadasii
All genes,126.37,338.02,339.02,8.405226575,C. posadasii
All genes,32.01,120.58,121.58,6.925762114,C. posadasii
All genes,107.77,150.25,151.25,7.240791332,C. posadasii
All genes,73.1,74.33,75.33,6.235152624,C. posadasii
All genes,34.98,50.59,51.59,5.689019541,C. posadasii
All genes,23.8,49.71,50.71,5.664198369,C. posadasii
All genes,27.71,31.15,32.15,5.006746832,C. posadasii
All genes,56.61,35.74,36.74,5.199279721,C. posadasii
All genes,11.54,79.17,80.17,6.324990569,C. posadasii
All genes,2.95,3.27,4.27,2.09423607,C. posadasii
All genes,4.16,10.69,11.69,3.547203025,C. posadasii
All genes,16.05,57.61,58.61,5.873074932,C. posadasii
All genes,26.38,27.69,28.69,4.842476063,C. posadasii
All genes,8.6,30.22,31.22,4.964398632,C. posadasii
All genes,40.2,56.55,57.55,5.846744023,C. posadasii
All genes,10.17,37.3,38.3,5.259272487,C. posadasii
All genes,137.66,105.69,106.69,6.737281149,C. posadasii
All genes,756.32,893.59,894.59,9.805082821,C. posadasii
All genes,4.7,6.04,7.04,2.815575429,C. posadasii
All genes,101.14,96.86,97.86,6.612647378,C. posadasii
All genes,67.19,52.51,53.51,5.741736624,C. posadasii
All genes,90.71,165.4,166.4,7.378511623,C. posadasii
All genes,20.88,16.73,17.73,4.148120631,C. posadasii
All genes,30.24,12.55,13.55,3.760220946,C. posadasii
